date,MS_1,MS_2,MS_3,MS_4,MS5,MS_6,MS_7,OT
2000/1/6 12:37,111.7563863,586.3105239,174.4829887,121.4088176,101.8227043,367.3244542,587.4513235,153.073625
2000/1/6 12:38,112.3238456,585.0181184,170.4834065,124.3684163,101.9308099,330.2270996,586.4544538,151.6669766
2000/1/6 12:39,111.6558621,584.8440169,167.8482359,120.0772955,102.0421991,333.865082,578.6125951,151.4738132
2000/1/6 12:40,111.6114119,586.2344288,168.7023011,121.5710336,102.2918314,347.053088,586.481628,148.8525534
2000/1/6 12:41,111.6847932,589.0847083,166.3837311,121.156969,101.8425758,332.95047,586.1690746,158.9442562
2000/1/6 12:42,111.6647706,587.9757904,171.9180369,122.3026723,101.8846374,329.8604401,581.4499394,151.1574425
2000/1/6 12:43,111.5142592,586.8960414,165.7457343,122.1611073,102.0042293,339.8488161,596.0817806,148.633447
2000/1/6 12:44,111.5681584,585.1961441,167.2522881,121.8116897,101.9491193,325.5888192,589.5349109,150.5473137
2000/1/6 12:45,111.5991208,585.1350165,188.5958239,121.8230047,101.8907484,326.31429,591.484646,146.4101696
2000/1/6 12:46,111.6028855,585.0544667,162.4257694,122.294129,101.8530226,331.6826999,601.2674156,152.4738545
2000/1/6 12:47,111.4046527,588.1130187,166.8287483,122.8748376,101.8001986,332.4931283,594.3416579,146.5167555
2000/1/6 12:48,111.6080265,585.6881447,163.3942625,122.7511279,102.0494305,330.4609062,591.926072,160.9979664
2000/1/6 12:49,111.4668166,586.9494666,164.6033889,122.3718411,101.8906046,339.712797,586.5937228,151.8887927
2000/1/6 12:50,111.6605789,586.119628,178.7199219,122.9107214,101.9175656,336.2494914,588.4908478,150.9170739
2000/1/6 12:51,111.6108623,588.2442631,164.700963,122.7766131,101.9026733,333.5840634,597.3146577,151.8564917
2000/1/6 12:52,111.4941415,587.7190274,163.674781,123.3078693,101.9477047,349.3592726,593.1295991,150.822247
2000/1/6 12:53,111.3895333,586.8850804,163.6087175,123.1569404,101.9194275,320.8203703,595.1271683,147.6905868
2000/1/6 12:54,111.4084188,589.3167778,165.8949952,124.023,101.6912257,325.1948533,600.2432339,150.843915
2000/1/6 12:55,111.5691082,589.6078199,160.25874,124.0047705,101.8472123,317.0758702,598.9086013,149.3414937
2000/1/6 12:56,111.3340405,589.5164069,165.1637576,123.46985,101.7830642,336.3496185,603.5732152,148.0509771
2000/1/6 12:57,111.4277256,589.8593802,162.4479648,124.7562838,101.677085,324.7204174,594.0481479,146.997115
2000/1/6 12:58,111.2944086,592.133347,168.9843731,124.6517625,101.9326452,316.2262115,604.1491718,154.3462662
2000/1/6 12:59,111.6463376,592.3594773,168.0831346,126.4426208,101.7516023,340.6577492,599.0179436,151.0959716
2000/1/6 13:00,111.9435148,597.4262789,165.4353928,124.7562975,101.8356428,347.0519881,595.8122458,150.3281407
2000/1/6 13:01,111.9615385,599.5327833,173.9252563,125.2327095,101.8057282,345.6309999,616.8692955,149.0063162
2000/1/6 13:02,111.9918876,598.3571939,168.1247064,125.2984274,102.0073442,340.3434038,601.6181314,149.7317764
2000/1/6 13:03,111.6413748,595.4489731,165.3392415,125.9265436,102.0029215,350.2119067,600.2375448,160.7260403
2000/1/6 13:04,111.7304395,596.1594032,173.396409,125.3969262,101.8628609,331.2714095,602.826626,151.0114791
2000/1/6 13:05,112.1840163,598.8180749,162.2381551,125.1308111,101.9836613,350.2393853,607.1491372,149.1621033
2000/1/6 13:06,111.6540182,597.309865,173.6307542,125.666223,101.7627479,341.7341232,607.0605915,153.5626573
2000/1/6 13:07,112.0246437,598.5668683,176.6318511,126.2563964,101.6920941,344.5951019,601.3833845,152.0732055
2000/1/6 13:08,111.7171611,598.0345642,168.3227898,124.8266211,102.3618295,336.1356431,602.062779,147.8063267
2000/1/6 13:09,111.8970077,597.2131801,170.696661,126.6393464,101.8982546,354.2821049,602.1646912,148.1292237
2000/1/6 13:10,111.4752041,599.1670988,165.2847343,123.9859403,101.8925679,349.748079,604.1468794,146.6321847
2000/1/6 13:11,111.3650776,596.8584284,166.8831562,125.6147382,101.8692789,353.2352819,611.2121173,147.757556
2000/1/6 13:12,111.4615437,595.8927577,165.7932563,125.0501529,101.8761059,336.3788779,609.5047189,146.7487178
2000/1/6 13:13,111.5174143,596.9732202,179.2396225,125.0019802,101.8398574,335.1713607,606.4163438,146.8657887
2000/1/6 13:14,111.3876184,597.7134013,175.6543548,124.6158027,101.9525098,344.1905533,604.8711253,148.5032883
2000/1/6 13:15,111.6940971,599.4019798,163.7115467,123.5787482,101.8007725,348.2974112,603.8802388,151.2208004
2000/1/6 13:16,111.0280231,598.973658,174.9504848,123.2018475,101.737844,349.5208893,609.9455636,177.30527
2000/1/6 13:17,111.5356102,601.0526999,169.9216458,124.0691267,101.7699691,327.8051248,601.0315373,149.3758423
2000/1/6 13:18,111.6553825,601.4784335,164.6659699,123.7843764,102.0126348,327.4251413,601.0610287,147.5879431
2000/1/6 13:19,111.773301,604.2918376,168.4101983,124.7061596,101.957187,329.6690625,605.0984759,153.3572441
2000/1/6 13:20,111.5781897,605.1422103,177.4213739,124.4942067,101.8055375,378.0203415,595.7319565,147.3409451
2000/1/6 13:21,111.4099502,606.4718217,189.1029195,124.7755911,101.7283229,325.5470948,595.5991297,149.0414635
2000/1/6 13:22,111.7326195,606.8183504,167.2844869,125.5238577,101.6994615,339.3469343,597.9352972,149.2240673
2000/1/6 13:23,111.6202998,607.17373,175.8760943,124.6630978,101.7584918,350.9268534,594.2163489,150.3631713
2000/1/6 13:24,111.6428425,608.8578501,161.0166797,125.3076232,101.9598215,338.500004,598.7468509,148.459915
2000/1/6 13:25,111.4900202,607.99356,165.5683142,125.8918809,101.7930037,333.2146643,601.7055763,153.9100879
2000/1/6 13:26,111.5289578,609.2517361,163.6898651,124.455274,101.7410652,345.4751795,611.0388415,146.2984054
2000/1/6 13:27,111.6561678,609.6996409,167.0660997,125.8606916,101.8027127,345.0901136,614.0063336,158.1181016
2000/1/6 13:28,111.7917145,610.8437091,170.7338304,124.9864541,102.0056805,349.5304534,611.7118114,148.3855438
2000/1/6 13:29,111.9229796,615.862511,169.2634529,124.0730538,101.670791,344.1735023,611.2968057,148.2425404
2000/1/6 13:30,112.0085544,616.9108821,174.2522879,124.8119663,101.8707013,350.3803809,614.9285355,144.410894
2000/1/6 13:31,111.5190151,616.8378813,174.2507747,125.5446791,101.8846835,341.6110972,600.1481739,152.9050379
2000/1/6 13:32,111.7647971,617.1257122,167.0689347,126.2191846,101.7461008,340.9913195,614.7929646,149.5452302
2000/1/6 13:33,111.8601839,620.6376239,168.6075663,125.8424896,102.0192193,356.8922773,607.4132963,150.6371379
2000/1/6 13:34,111.4960304,621.01574,172.5766969,126.3932377,101.7530473,340.5757969,600.0556411,147.5602753
2000/1/6 13:35,111.7643169,623.4723803,177.4269549,126.5076099,101.8490693,349.3943747,606.0072679,147.6099778
2000/1/6 13:36,111.8100893,624.9115687,177.2353202,125.6633173,101.8578491,350.9107238,591.1438176,174.0007305
2000/1/6 13:37,111.5471274,620.7906048,165.0766187,126.1306824,101.8137224,343.9958142,597.2798392,147.0213938
2000/1/6 13:38,111.6873564,618.8445651,169.6025233,125.8765833,101.7854913,326.2896338,596.6994834,146.3530607
2000/1/6 13:39,111.3883363,616.3014036,166.1148437,125.4654511,101.9830825,328.7255585,591.7951724,148.3857776
2000/1/6 13:40,111.5275629,617.9624353,166.8508656,127.1208464,101.8120124,329.9414775,600.2195045,147.5069138
2000/1/6 13:41,111.2984756,620.0188109,178.9065317,126.0519298,101.8448927,328.5062216,608.0627061,148.5570841
2000/1/6 13:42,111.8554549,621.1300081,168.1337614,127.4423052,101.672111,322.8859809,602.656631,148.8950941
2000/1/6 13:43,111.6874851,625.1518143,171.7476793,125.6716288,101.8307651,338.8503767,608.3998208,147.8167348
2000/1/6 13:44,111.5780983,621.9803714,170.5107827,128.0130556,101.7282862,336.178752,609.5338158,151.5786971
2000/1/6 13:45,111.6245061,622.7298714,166.9612949,128.2194143,101.8207676,332.0815544,611.8717024,147.0920038
2000/1/6 13:46,111.3390938,622.8345597,173.5411437,126.3690817,101.8109743,321.0090625,612.5078979,157.5925614
2000/1/6 13:47,111.7193295,623.7235746,163.2932089,127.2261933,101.8001867,328.4676532,601.989959,155.4234924
2000/1/6 13:48,111.5831843,625.2933989,164.945569,127.2534341,102.2157725,336.8949888,597.4374087,148.5688515
2000/1/6 13:49,111.6318051,626.721652,171.1239578,126.9113768,101.7606034,332.7145345,596.6710776,150.1877277
2000/1/6 13:50,111.629779,626.9760996,167.958368,126.5655067,101.9947571,334.249121,591.0293216,152.3373572
2000/1/6 13:51,111.4017395,623.785435,166.3730209,127.8193061,101.9942542,332.2620568,598.0423098,148.3906242
2000/1/6 13:52,111.5277868,626.4367569,165.9310916,128.4663956,101.7258695,339.1250495,596.4664165,148.3938358
2000/1/6 13:53,111.36376,623.9962905,174.1494364,127.4118534,101.8773482,337.2570293,594.4747202,151.9931578
2000/1/6 13:54,111.3466772,623.5490464,170.2165044,127.5547869,101.7786609,332.6804144,598.1229475,149.402872
2000/1/6 13:55,111.4425437,624.1428352,171.5085578,128.238518,101.8635808,339.0884244,600.044144,145.6767027
2000/1/6 13:56,111.4797191,625.02013,175.6082899,128.4270603,101.8653387,333.8064721,600.284615,150.1621643
2000/1/6 13:57,111.48731,623.0615873,162.516102,129.1120627,101.7678802,333.7605481,603.2678413,148.655077
2000/1/6 13:58,111.4109432,622.2154655,165.6684773,129.4099495,101.9776451,336.6835341,606.0890183,147.2867377
2000/1/6 13:59,111.4274897,621.4518264,171.5042316,128.4634811,101.6809364,337.9350068,607.3856366,148.3674546
2000/1/6 14:00,111.5287984,625.237538,171.8131402,128.3184232,101.8706612,340.0012886,611.4425242,147.425612
2000/1/6 14:01,111.8645057,626.8120179,170.7895526,129.1843327,101.6940222,353.4513931,615.5700529,153.6989287
2000/1/6 14:02,111.8059332,625.5125716,182.7187588,129.752048,101.8069376,342.904595,623.6706332,148.6768872
2000/1/6 14:03,111.8247406,623.8152741,162.728806,129.0728874,101.9298442,358.7843736,612.9352733,153.8879907
2000/1/6 14:04,111.8002126,624.3408664,187.1073087,128.754688,101.8867926,348.4458576,611.1278845,148.4941558
2000/1/6 14:05,111.5895387,625.4249246,179.0368604,129.1611457,102.3654876,333.0643463,609.9575791,150.4222095
2000/1/6 14:06,111.835397,625.5416306,194.6249985,127.7107976,101.8335087,332.8240951,606.1714744,149.4454692
2000/1/6 14:07,111.7074719,625.7581568,165.7517996,129.0005375,101.7134136,348.1393785,599.6814604,147.5950031
2000/1/6 14:08,111.3362943,623.8772465,162.072335,128.0104675,101.7914906,390.4736824,595.4241737,148.6104086
2000/1/6 14:09,111.3016363,623.0168862,171.7852975,129.4087942,101.6852856,328.6330325,596.7520495,145.423031
2000/1/6 14:10,111.5033275,626.42966,162.6901146,128.4184029,101.8345076,345.887356,606.4503816,156.0963036
2000/1/6 14:11,111.6967174,626.4595318,169.4115774,127.9255047,101.8498421,336.3902765,617.7745514,150.2187431
2000/1/6 14:12,111.3832083,624.2086251,163.5664461,128.6281129,101.7326417,348.0324164,620.0763554,148.7180279
2000/1/6 14:13,111.418856,633.9088371,187.7456132,129.7916809,102.0203401,356.105012,616.1126721,148.656761
2000/1/6 14:14,111.5166419,632.109083,171.4528388,128.6906808,101.7703433,341.6421665,606.3748581,145.2817363
2000/1/6 14:15,111.5229872,623.2623344,166.5497703,128.3266559,101.7896475,332.4830907,611.0659461,147.8027857
2000/1/6 14:16,111.3350429,624.8783835,169.1839095,129.2316442,101.8940209,336.2564963,597.7428489,148.0689066
2000/1/6 14:17,111.6454643,622.125606,167.7003024,127.4400699,101.6622382,321.2102342,603.3232634,146.8338007
2000/1/6 14:18,111.6603523,622.3890363,170.4022693,126.7180869,102.0890196,341.9237451,604.699681,149.3376427
2000/1/6 14:19,111.41395,621.2560202,164.2591068,127.9089226,101.9724347,338.06178,595.5003507,157.8185179
2000/1/6 14:20,111.5106656,622.1888023,164.5429445,126.8912516,101.80822,339.3418455,614.8782449,146.8879559
2000/1/6 14:21,111.4561679,624.0608939,175.2569088,128.0363196,101.80624,331.3374612,613.5331084,146.8140333
2000/1/6 14:22,111.6555597,625.9270287,161.821065,137.5245048,101.850747,347.3989715,624.1141638,148.8248685
2000/1/6 14:23,111.4190753,624.1889889,179.9445388,127.9617571,102.050546,343.1143257,622.6079877,149.5671375
2000/1/6 14:24,111.5580004,624.3051209,189.245325,129.567862,101.7918117,323.9878558,619.4116944,148.3497753
2000/1/6 14:25,111.635061,624.5574202,160.1056471,129.270256,101.9845807,328.4577092,610.9418556,146.0983261
2000/1/6 14:26,111.5335872,626.1972555,177.9816007,127.9687843,101.631991,334.3949001,614.5574551,153.8502205
2000/1/6 14:27,111.5569709,622.8116558,170.5393757,128.5878634,101.6905702,333.0044945,606.0119119,153.3589065
2000/1/6 14:28,111.5028749,624.1282516,162.744022,129.6952964,101.7876416,407.6781735,599.5611667,148.7996684
2000/1/6 14:29,111.6837234,622.5602907,167.4375687,128.3952773,101.9055831,344.7080717,608.8487747,144.5883895
2000/1/6 14:30,111.6293201,626.0754743,166.3646438,127.8200518,101.8539715,335.7948425,609.913616,149.4423837
2000/1/6 14:31,111.6782984,625.8890895,173.2572905,128.0780694,101.9279742,342.8582795,604.1194286,150.9293009
2000/1/6 14:32,111.5066321,621.924702,168.3123717,128.8574262,101.9923938,334.8856136,614.6253039,147.267558
2000/1/6 14:33,111.5166286,622.7635673,192.1976276,129.4452087,101.9200823,344.1766155,603.5674454,154.4641739
2000/1/6 14:34,111.4572739,622.4752608,171.0399664,127.2044986,101.7976616,336.2177248,613.5008775,151.7138128
2000/1/6 14:35,111.2307444,620.9336239,177.1078609,128.5503329,101.7230635,325.4291733,626.3915957,145.2134725
2000/1/6 14:36,111.2258721,621.979101,179.6904423,128.9428166,101.6734634,321.7338847,648.8049472,150.8701807
2000/1/6 14:37,111.2682084,621.8362101,164.2920982,130.1806853,101.8169532,331.5855786,659.869811,147.968008
2000/1/6 14:38,111.4093783,619.6701841,166.2878705,132.5391158,101.7809768,352.9978806,627.5679028,148.7475437
2000/1/6 14:39,111.463707,620.9222455,178.0729694,126.1931669,101.7700726,335.0085263,601.280019,144.4703722
2000/1/6 14:40,111.3973033,619.5606668,165.5128403,128.4391927,101.9466962,328.4704335,606.3609848,148.0971773
2000/1/6 14:41,111.3904853,619.6689566,167.2523979,128.9641558,101.790061,323.0063452,605.7055489,149.659872
2000/1/6 14:42,111.725339,618.1460044,180.0800535,129.4213557,101.4946409,320.476895,596.689655,146.9676806
2000/1/6 14:43,111.3772156,620.7186427,178.9655806,129.2622724,101.6175082,331.9569288,603.7632826,146.5245881
2000/1/6 14:44,111.1605139,619.4110809,164.7723698,128.7722864,102.2879079,331.2059555,604.3584386,147.3476362
2000/1/6 14:45,111.0870854,617.0379294,167.3883292,131.6307615,101.8160779,321.8935585,614.1990784,148.3416885
2000/1/6 14:46,111.5643814,619.9434992,168.7096987,130.2928148,101.7361709,318.2297318,622.5503018,147.2211384
2000/1/6 14:47,112.097356,619.4361505,162.5296803,128.8055628,101.7779686,326.7489409,620.2811324,153.3098042
2000/1/6 14:48,111.3795627,619.4218,168.8394442,130.8047846,101.7997119,328.8194286,618.4266523,154.0152849
2000/1/6 14:49,111.3564223,616.5229382,162.8201288,128.3551684,102.4506384,325.7330156,604.4801056,153.4493088
2000/1/6 14:50,111.1709322,614.4398875,165.1457936,128.9580622,101.8158092,324.9879015,609.731604,147.6720559
2000/1/6 14:51,111.3246441,613.4000939,167.2997286,128.8056728,101.9649681,330.3591614,610.0175717,146.9183442
2000/1/6 14:52,111.3850534,613.4610691,161.7595474,130.1122971,101.502477,316.5845879,614.0555815,147.38897
2000/1/6 14:53,111.2868343,614.5211169,167.8085595,129.5972636,101.8292161,326.2291061,616.4100289,150.0502949
2000/1/6 14:54,111.1950814,613.4898245,162.1052876,129.6705243,101.6748847,327.2978952,606.3450922,157.1456599
2000/1/6 14:55,111.1482713,614.4554699,166.5884444,130.1063125,101.6992831,343.4285036,606.8274856,148.6308705
2000/1/6 14:56,111.3147382,614.7002698,167.6732553,131.1747221,101.6322079,340.3319032,607.2821512,147.2427988
2000/1/6 14:57,111.3901884,613.2908766,163.7937105,130.5230773,101.583492,342.1018316,602.2900796,146.6489246
2000/1/6 14:58,111.2384973,612.7555487,178.5688917,131.5097742,101.7700301,337.4872043,598.0343687,150.7452029
2000/1/6 14:59,111.4567715,614.3532612,164.0674294,129.9940673,101.6392741,347.4659329,608.8082404,148.3888181
2000/1/6 15:00,111.5125444,615.9343452,165.1887228,129.9784696,101.7067877,344.1621614,604.7800061,148.7278665
2000/1/6 15:01,111.9356075,620.7789416,166.1113795,129.7987736,101.6956697,356.0734958,624.3619848,152.929874
2000/1/6 15:02,111.8359737,619.7266681,161.1635173,129.6789923,101.6610597,352.206805,628.5284639,172.7804687
2000/1/6 15:03,111.5627691,619.5638512,178.4646388,128.7703539,102.137099,356.4348784,633.4226689,153.5798402
2000/1/6 15:04,111.5286008,617.5641647,177.0722023,129.0017205,101.9060039,368.4183671,635.3342564,161.9633463
2000/1/6 15:05,111.4661808,617.4719449,170.441939,129.4418219,101.8818232,357.4208975,630.9071783,149.5856686
2000/1/6 15:06,111.7701524,618.9340508,171.9146073,129.8290197,101.767188,351.7913658,629.5927594,150.3704293
2000/1/6 15:07,111.5095524,620.5521256,169.1533855,128.74765,101.6747538,340.6794181,622.2085126,149.6508606
2000/1/6 15:08,111.5922905,617.7414728,170.8402465,130.0428687,101.7023844,340.8308439,626.7462689,152.2663012
2000/1/6 15:09,111.2679551,617.5426408,168.2867498,130.6419698,101.7926256,343.8812138,606.3651154,145.8666304
2000/1/6 15:10,111.6288281,616.8887582,163.2168052,129.8544085,101.7379718,332.6712475,607.3004597,151.832131
2000/1/6 15:11,111.4224022,618.143251,181.4099428,129.5926023,101.8907419,325.6061757,621.8314706,147.2159261
2000/1/6 15:12,111.4493625,616.3881452,171.0837518,130.3815249,101.751128,324.3264275,605.9720281,148.9205308
2000/1/6 15:13,111.4391262,616.3101112,168.5958881,130.3128083,101.8403681,338.8676046,616.6598181,155.3446376
2000/1/6 15:14,111.4597676,620.2683405,189.5744608,128.2870931,101.973861,335.2367611,627.6297025,145.9278672
2000/1/6 15:15,111.7597561,623.3835539,169.2340225,128.888769,101.7706405,356.6817633,630.4747969,150.0322767
2000/1/6 15:16,111.5139533,623.0288507,180.9515415,128.4157316,101.7886237,369.4510545,634.2406919,147.3031809
2000/1/6 15:17,111.9579378,625.4451278,161.0108977,129.2569988,101.7866687,333.5849376,637.65601,150.2367076
2000/1/6 15:18,111.9109058,628.2760842,165.4344362,128.7990944,101.8123632,397.6964523,670.3172522,153.206085
2000/1/6 15:19,111.8872447,626.328186,167.4880595,128.6050749,102.2033565,352.815908,633.0988118,148.0916675
2000/1/6 15:20,112.3894399,630.1596874,162.0376426,130.42612,101.9953556,345.7377362,626.8110704,158.0002657
2000/1/6 15:21,111.7120034,627.608812,164.6034819,130.325752,101.7402562,336.8050477,621.447257,155.0049417
2000/1/6 15:22,111.7025651,628.2766346,167.0917834,130.9368629,101.846288,334.3899243,612.3544721,149.52429
2000/1/6 15:23,111.7467138,631.1714211,164.2334082,129.3512628,101.8372073,330.4752198,624.6182299,163.0635426
2000/1/6 15:24,111.6977402,629.8743647,210.0846278,129.359825,101.7967082,344.7925232,611.5012696,148.0296237
2000/1/6 15:25,111.9446992,628.5014241,170.2768289,128.2122087,101.8867675,330.9943852,621.4530055,156.6778792
2000/1/6 15:26,111.2813747,626.238483,175.9082181,128.7593958,101.7962059,326.9322974,630.1602759,149.3205179
2000/1/6 15:27,111.9138913,625.3179705,161.9862855,129.9448306,101.7404506,365.632917,632.681623,147.2204761
2000/1/6 15:28,111.4690246,619.5913946,166.0156765,129.3125845,101.6624303,325.8784121,629.6696955,151.9213043
2000/1/6 15:29,111.5255174,622.6780079,165.2270903,129.1263937,101.9050352,337.921984,623.5204051,149.7303296
2000/1/6 15:30,112.1054464,620.8712608,162.7034224,130.8191806,101.8453961,357.0975156,624.5045834,149.7468698
2000/1/6 15:31,111.7695473,623.1049861,169.7833929,129.7977752,101.9643349,378.2459136,613.9288565,157.5286474
2000/1/6 15:32,111.6737095,623.5089737,162.2695043,130.2587677,101.8888192,346.6862881,617.2984325,150.0119141
2000/1/6 15:33,111.508868,624.2385331,166.4312126,129.9231237,101.6732283,333.6402033,613.184327,152.2861681
2000/1/6 15:34,111.4088036,622.1641699,179.4795127,129.9123173,101.7569365,342.1414703,607.5628588,149.4428827
2000/1/6 15:35,111.5099184,624.1576579,161.871565,129.9840517,101.9117911,337.1795969,619.9532398,151.8518777
2000/1/6 15:36,111.6704981,623.99139,167.2418043,130.9207805,101.7128913,342.2147487,628.4903492,154.1898078
2000/1/6 15:37,111.7006543,624.7050749,162.0607164,130.2098401,101.7539644,335.2576966,643.183966,151.7455337
2000/1/6 15:38,111.2947987,622.8628986,168.7052501,129.2552039,101.7188219,324.4725571,625.8040579,153.9818184
2000/1/6 15:39,111.3810524,623.9318501,177.1865047,129.6945574,102.3648378,349.7444264,624.2559056,150.1834215
2000/1/6 15:40,111.5200236,623.6718537,170.9573968,128.815711,101.7454172,335.7231621,621.6566864,151.530497
2000/1/6 15:41,111.6674867,624.2587006,174.5325349,128.4318861,101.6642818,334.3814811,626.3835827,156.5649877
2000/1/6 15:42,111.5133455,623.7863975,164.8540238,131.4967279,101.6716845,345.9434946,631.1153395,150.4421844
2000/1/6 15:43,111.5788046,623.0910281,179.1148553,129.5092293,102.2783936,345.4725719,631.1314517,150.6293563
2000/1/6 15:44,111.7406761,624.4228889,165.2179135,130.0555512,101.859944,338.0206492,619.1708892,151.3762127
2000/1/6 15:45,111.5999028,624.4009727,160.2911062,129.9597137,101.8055057,348.8909718,623.242509,147.1693337
2000/1/6 15:46,111.6060061,624.9172765,163.2033009,129.579582,101.9180025,343.4062356,614.7909173,144.4750028
2000/1/6 15:47,111.5152298,620.1955871,163.2867784,130.5208197,101.7398236,326.5812746,633.7017929,147.2144118
2000/1/6 15:48,111.4207327,620.2725965,177.8935915,129.2205898,101.9216578,348.3165707,650.5490812,150.7691302
2000/1/6 15:49,111.4350756,619.7855593,173.2272801,131.386492,102.1125506,338.7105136,636.3024905,147.6617148
2000/1/6 15:50,111.3779705,621.0919141,178.6451142,129.6938525,101.8084475,332.8902218,629.1641851,147.7111139
2000/1/6 15:51,111.4090662,622.5788398,169.5655579,129.8217334,101.8157094,326.3792095,612.5186771,146.4054191
2000/1/6 15:52,111.4177825,620.5097382,171.1381278,129.7676855,101.6636132,356.5150982,603.905499,146.8802292
2000/1/6 15:53,111.1503558,621.6626199,167.7478171,130.1632159,101.7452377,348.2209665,614.1468664,146.4465961
2000/1/6 15:54,111.2401433,619.928313,175.9520191,130.811894,101.7741277,340.5473454,611.0212168,145.4343226
2000/1/6 15:55,111.2964484,620.6411081,170.6729614,130.6449621,101.7355119,327.4474906,612.9217316,148.1167225
2000/1/6 15:56,111.2207983,620.2798484,180.5449695,129.958262,101.980452,337.3424999,625.6488904,153.7299228
2000/1/6 15:57,111.3042999,614.3902955,168.8243084,130.6906032,101.7601986,334.4666089,622.3677889,147.5976737
2000/1/6 15:58,111.2586496,615.9094888,177.2350009,130.071779,101.7644894,331.6928995,612.9248771,146.4100202
